word,type,lang,count
RT @StringReveals: One,ORG,en,1
STRING,ORG,en,1
the Council of Ministers @HardeepSPuri Ji,ORG,en,1
XI Jinping,ORG,en,17
Gary J. Bass,PERSON,en,6
Gundbrat,GPE,en,1
NEP,ORG,en,5
The Long Overdue,ORG,en,1
Shabir Kulgami,PERSON,en,1
The Project,ORG,en,1
Indo-French,NORP,en,1
https://t.co/7O1IqujWrI,PERSON,en,1
kedharjadhav,MONEY,en,1
Gram Sabhas,PERSON,en,1
more than 50,CARDINAL,en,9
RDD,ORG,en,5
FC &,ORG,en,1
@Junaid Kathju,PERSON,en,1
udhampur,GPE,en,1
#Manav_Utthan_Sewa_Samiti,PERCENT,en,1
Shri Hans Park,LOC,en,1
Bai Ji,PERSON,en,1
RT @ANI: Construction of Super Structure of Mega Bridge,ORG,en,1
2 Village,GPE,en,1
Udhampur &,ORG,en,2
"Pirpanjal
Local",ORG,en,1
Rajouri JK,ORG,en,1
SRH,ORG,en,3
RT @HRC,ORG,en,1
SardarPatel,ORG,en,6
Vallabhbhai Patel,PERSON,en,3
https://t.co/NzLdGryssT,LOC,en,1
KATRA,ORG,en,1
Mata Vaishno Devi Bhawan,ORG,en,1
NH-1A,GPE,en,1
#PakButchersOfKashmir https://t.co/N37sUvJ2m5,MONEY,en,1
Chadoora Gunfight,PERSON,en,1
Militant Captured Alive,PERSON,en,1
Kashmir Life,ORG,en,3
MashAllah Altaf,ORG,en,1
Alhumdolillah,ORG,en,1
#LongLife4AltafHussain https://t.co/DZDKzjMY2z,MONEY,en,1
the New York Times,ORG,en,2
Adil Ahmed Dar,PERSON,en,3
more than 750 pounds,QUANTITY,en,1
At least 44,CARDINAL,en,1
2002.(1/3,CARDINAL,en,1
#14FebPulwamaBravehearts https://t.co/lT0x288dc2,MONEY,en,1
#PLAFakeVideo https://t.co/vUgqSvJPPb,MONEY,en,1
https://t.co/RKD58nFJ8f https://t.co/0KqE4HbOe0,PERSON,en,1
https://t.co/KlpNaFclaH,PERSON,en,1
80.The,CARDINAL,en,1
Sarfaraz Nawaz https://t.co,PERSON,en,2
https://t.co/5pN1uhNdby,PERSON,en,1
‘Kashmir Valley,LOC,en,1
Jamaat-e-Islami,PERSON,en,11
JI,ORG,en,5
Laskar-e-Taiba,PERSON,en,1
https://t.co/10lGm19KSc,GPE,en,1
RT @Indiainbhutan,ORG,en,7
the Embassy of India,ORG,en,3
Thimphu,GPE,en,4
Oracle Glass,ORG,en,1
nepal,PERSON,en,1
#RageCoinByRageCoffee https://t.co/eya8vtfV19,MONEY,en,1
$283 billion,MONEY,en,1
97 percent,PERCENT,en,1
May This Year,DATE,en,1
Sweet Memories,ORG,en,1
HBDArivazhagan,NORP,en,1
#virus bank,MONEY,en,1
#wuhan Institute,MONEY,en,1
more than 1500,CARDINAL,en,1
https://t.co/6eiPM5yNlD,PERSON,en,1
https://t.co/b7oO6uwg3U,ORG,en,1
Dar-ul-Awam,PERSON,en,1
"Feb 21,",DATE,en,1
Lashkar-e-Tobia,PERSON,en,3
Bharatiya Janata Party(BJP,ORG,en,3
KP road,ORG,en,3
https://t.co/2FiUiq76wJ,PERSON,en,1
Nisar Ahmed Chaudhry,PERSON,en,3
Maryland,GPE,en,3
Washington D.C.,GPE,en,3
KashmirForTiranga https://t.co/ZZLZMlxWgV,PERSON,en,1
Kong(CNN)China,ORG,en,1
Constituency,GPE,en,3
#Vote4Panthers #,MONEY,en,1
Vote4Cycle,PERSON,en,1
#National,MONEY,en,6
Sardar Vallabhbhai Patel,WORK_OF_ART,en,2
🇮🇳JAI HIND🇮🇳,LAW,en,1
22nd,DATE,en,6
Oct Black Day,EVENT,en,1
the Valley of Kashmir,LOC,en,2
"The ‘Black Day’ Oct 22, 1947",EVENT,en,2
RT @Tauheed33069832:,ORG,en,1
south west,LOC,en,1
https://t.co/tm0f45RSAX,PERSON,en,1
the July 2006,EVENT,en,1
Mumbai Train Bombings,WORK_OF_ART,en,1
Varanasi,LOC,en,1
August 2007,DATE,en,1
"613,830",CARDINAL,en,4
the White House,ORG,en,3
#PLAFakeVideo https://t.co/oaY4CF1yOg,MONEY,en,1
https://t.co/MW3qu7fcgW,GPE,en,1
#BALOCHISTANIS SECURLAR FEBRIC,MONEY,en,3
https://t.co/TOLEGnfJmc,PERSON,en,1
#Pakistan Peoples Party,MONEY,en,1
M-8 motorway,FAC,en,3
Inter Services Public,ORG,en,3
https://t.co/oIEZipi3tK,PERSON,en,1
CPEC &,ORG,en,2
https://t.co/9QkM8C7Dhx,PERSON,en,1
#Uighur #ChitraTripathi #,MONEY,en,1
https://t.co/ZcaAdG5y6G,PERSON,en,1
https://t.co/LXNwVezmhc,ORG,en,1
FATF Action Plan,ORG,en,1
#July2Coup https://t.co/Cogk1sHQtK,MONEY,en,1
Trains,PERSON,en,8
Jaynagar,GPE,en,2
Kurtha,GPE,en,2
Nepal’s Dhanusa,GPE,en,2
the Indian Ocean,LOC,en,5
a few days back,DATE,en,5
the Speen Boldik Border,ORG,en,2
#5AugBlackDayIIOJK,PERCENT,en,1
greenery,PRODUCT,en,1
https://t.co/xm3ZQ3IhiM,DATE,en,1
the International Institute for Strategic Studies,ORG,en,4
Pacific,LOC,en,11
MissionYouth,ORG,en,7
"more than 50,000 #",MONEY,en,3
Udhampur-Dras,PERSON,en,1
Ladakh.https://t.co/r4K55bdNxo,ORG,en,1
"August 5, 2021",DATE,en,3
@FATFNEW,ORG,en,1
The UN Security Council,ORG,en,3
Hafeez Saeed',PERSON,en,1
Pakistan Army Officers,ORG,en,3
NPS MFG BMI,ORG,en,1
50.9 - 15th month,DATE,en,1
PMI,ORG,en,3
53.5,CARDINAL,en,1
#Balochistan #CCPChina,MONEY,en,1
6.2 percent,PERCENT,en,2
3.3 percent,PERCENT,en,1
almost 50 percent,PERCENT,en,2
pakrisingwithpmik https://t.co/PdcX6TJkpI,PERSON,en,1
FreeSenegal,PRODUCT,en,1
the last week of November last year,DATE,en,2
the #Financial Action Task Force,ORG,en,2
LongLIVEMaulana,MONEY,en,3
"ISPR 
",PERSON,en,1
U.S. Commerce Department,ORG,en,1
Entity List,ORG,en,1
Sherazi,GPE,en,1
China/,ORG,en,1
Bitbns,ORG,en,1
Safemoon,ORG,en,1
TalibanFighting4Pakistan,GPE,en,2
warplanes,ORG,en,4
Fantasy Tips England,PERSON,en,1
Playing 11s,DATE,en,1
Team News For,ORG,en,1
Sophia Gardens,LOC,en,1
July 8,DATE,en,7
https://t.co/BJHc3D2B0o,PERSON,en,1
Kulbir Naruana,PERSON,en,1
Bathinda,LOC,en,1
Marie Louise Bank,PERSON,en,4
Philippine Coast Guard MRRV 4409,ORG,en,4
Erwin Tolentino,PERSON,en,4
PCG,ORG,en,10
BRP Cabra,ORG,en,5
so many years,DATE,en,18
Ashiq Masih,PERSON,en,6
Breakthrough,PERSON,en,2
Asad Umer,ORG,en,1
@Smitether,ORG,en,1
RT @Kathygannon,PERSON,en,1
Model S Plaid,ORG,en,1
Dan Neil,PERSON,en,1
Manoj Sinha They,PERSON,en,1
"""Your Voice Is Important",WORK_OF_ART,en,1
Awam Ki Awaaz,WORK_OF_ART,en,1
18005722328,DATE,en,6
3-4 days,DATE,en,2
7100,CARDINAL,en,2
the Prime Minister's Office,ORG,en,2
https://t.co/mkU1N98PGC,PERSON,en,1
Ugurs,ORG,en,1
Balochistan Frontier Corps,ORG,en,2
Vitriolic &,ORG,en,2
https://t.co/XFK9kLG4DW,NORP,en,1
Mama Qadir,PERSON,en,2
The Voice for Baloch Missing Persons,ORG,en,7
The Frontier Corps,ORG,en,3
https://t.co/g0aPbtKeKT,PERSON,en,1
https://t.co/lYYd4gxKol,PERSON,en,1
https://t.co/UxoqWGGMQg,CARDINAL,en,1
#BloochIndependenceDay https://t.co/exY8Oweo92,MONEY,en,1
https://t.co/8TBMcyHo5V,ORG,en,1
Lhoba,GPE,en,1
Umar Riaz,ORG,en,8
Beijing#TiananmenAndGalwan,GPE,en,15
https://t.co/JVvhEq9ShQ,GPE,en,1
TiananmenandandGalwan,MONEY,en,7
TiananmenandandGalwan,PERSON,en,6
https://t.co/kK6RYJrGvz,ORG,en,1
"https://t.co/uRFPnfaxw5
",PERSON,en,1
"https://t.co/uRFPnfaxw5
You",PERSON,en,1
https://t.co/6AnezUpNOA,PERSON,en,1
https://t.co/WS47iUlbDw,ORG,en,1
https://t.co/MmYD1lhTrK£##China,GPE,en,1
"https://t.co/aPLAp74fLl
China",ORG,en,1
https://t.co/xabMo4EXEN,PERSON,en,1
CHINA,ORG,en,11
Yasmin,GPE,en,6
Usman Masih,PERSON,en,5
Muhammad Hassan,PERSON,en,6
https://t.co/mTR1Cy32O3,PERSON,en,1
Limits,ORG,en,11
https://t.co/I3WK80lmZT,PERSON,en,1
Tourist in Jammu &,ORG,en,7
"https://t.co/rSz9jb9WYR
Every Country",PERSON,en,1
"https://t.co/Z6MEfJhBGd
",PRODUCT,en,1
"https://t.co/w6ZMwItMtv
Beijing",PERSON,en,1
"https://t.co/gkjbCCX6SO
China",ORG,en,1
"approximately 38,000",CARDINAL,en,7
#BlackListPakistan https://t.co/n95vUB3THT,MONEY,en,1
Nohatta,GPE,en,8
#BlackListPakistan https://t.co/34w255j8XY,MONEY,en,1
"https://t.co/6UNHQDZjS4
",PERSON,en,1
https://t.co/jKV1QxWQKr,CARDINAL,en,1
Bhutto-Zardari,PERSON,en,1
https://t.co/qa4NCYaarl,PERSON,en,1
https://t.co/beK0q5xbf9,PERSON,en,1
https://t.co/2rBcHzoFJ4,GPE,en,1
PulwamaMartyrs https://t.co/PPAL4iha3,PERSON,en,1
"https://t.co/Et9clGAdPA
Image",PERSON,en,1
16 July 2019,DATE,en,7
5 months,DATE,en,10
"https://t.co/0QyoQwYgC7
You",PERSON,en,1
https://t.co/efTZewkX9Q,ORG,en,1
TerrorAttack &,ORG,en,2
the strength &amp,ORG,en,2
the supreme sacrifice for,ORG,en,2
Mother India,ORG,en,2
"November 26, 2008",DATE,en,11
the 13th anniversary,DATE,en,5
Uygh,GPE,en,2
"https://t.co/DXp7E4TyLI
",PERSON,en,1
https://t.co/FRxXD61z8y,ORG,en,1
"https://t.co/XgawtmlVSe
28 of",PERSON,en,1
January 2022,DATE,en,12
"https://t.co/LW2HDqIbKX
The",PERSON,en,1
Syed Shahriyar,PERSON,en,7
SnowArt,PERSON,en,1
DONT DRINK &amp,ORG,en,1
"DRIVE 🙏
",ORG,en,1
Air India's,ORG,en,2
Kempegowda International Airp,ORG,en,1
Bang Bang,PERSON,en,1
Super 30',LAW,en,1
HrithikRoshan,ORG,en,2
DoctorsDay2021,GPE,en,1
ToofaanOk,ORG,en,1
#rakeyshomprakashmehra,MONEY,en,1
https://t.co/zZkk4tcLzB,PERSON,en,1
https://t.co/47Of2nCb3G,PERSON,en,1
People's #,ORG,en,1
LiberationArmy,ORG,en,1
the last,DATE,en,3
non-Pakistani,NORP,en,1
JM,ORG,en,7
Lashkar-e-Jhangvi,PERSON,en,1
Kashmirand,GPE,en,4
66/88,CARDINAL,en,4
A3,PRODUCT,en,4
Al Badr,PERSON,en,9
D9,PRODUCT,en,1
Sujaat,ORG,en,1
August 11th,DATE,en,1
RT @BhaavnaArora,ORG,en,2
SM Shafiuddin Ahmed,PERSON,en,2
Bangladesh Army,ORG,en,7
the same year,DATE,en,1
PakistanAgainstMinority,MONEY,en,4
#CCPsThirdChild https://t.co/qOKz1PNqcy,ORG,en,1
Ravi Kumar Dahiya,PRODUCT,en,4
DeepakPunia,PERSON,en,4
Henry Kissinger,PERSON,en,1
1972,DATE,en,6
the last 50 years,DATE,en,1
The Department of Commerce,ORG,en,1
Haqqani Network,PERSON,en,6
Uyghur Islamic,ORG,en,1
Pasni,GPE,en,1
Hazaras,ORG,en,7
next two years,DATE,en,2
Goran,GPE,en,2
Emaar,GPE,en,1
TiananmenAndGalwan,GPE,en,23
https://t.co/EREmSPIYso,PERSON,en,1
ISKP,ORG,en,5
the interior ministry,ORG,en,1
People's Republic of China,GPE,en,1
https://t.co/AnYHAFzj5C,PRODUCT,en,1
PakButchersOfKashmir,PERSON,en,3
#PakButchersOfKashm,MONEY,en,1
PakButchersOfKashmir https://t.co/aRga6UMc7s,PERSON,en,1
https://t.co/TNzZzgzOzY,GPE,en,1
#BiggBoss https://t.co/TPlImtUeoY,MONEY,en,1
https://t.co/ZlqdtDYzpO,PRODUCT,en,1
Antony Bliken,PERSON,en,3
https://t.co/Rf9r6gEXr7,PERSON,en,1
JeM,GPE,en,10
COAS Bajwa,FAC,en,1
the Ministry of Women's Affairs,ORG,en,1
KashmirExodus1990,GPE,en,6
https://t.co/B75FqPhAsY,GPE,en,1
Fugitive &,ORG,en,1
DurandLine,ORG,en,1
KP province,GPE,en,1
https://t.co/1r9w4CQYbA,PERSON,en,1
https://t.co/BeVwQxSsy8,ORG,en,1
the billion dollars,MONEY,en,1
PakBecomingChineseColony https://t.co/YaRDWLwcLS,PERSON,en,1
Sagarmatha,PERSON,en,1
Mt.Everest,LOC,en,1
#DelhiUnderAttack https://t.co/PPX1TrztNr,MONEY,en,1
Afghan-Pakistani,NORP,en,6
https://t.co/9CChJHVE6S,ORG,en,1
"https://t.co/HEjaeQ5B9Z
Looks",PERSON,en,1
"https://t.co/gCbNlPsIy9
The Health Minister of Sri Lanka",PERSON,en,1
"https://t.co/Q1Yepc7veK
",PERSON,en,1
https://t.co/41qkiCLF5r,GPE,en,1
https://t.co/CZofHVhpiA,ORG,en,1
#BlackListPakistan https://t.co/e86NRSVHXj,MONEY,en,1
"https://t.co/AU8JMXdViV
Farm",PERSON,en,1
International Monetary Fund’s,ORG,en,11
"https://t.co/P8WaeMl63g
",PERSON,en,1
https://t.co/2iUkmQM2tJ,ORG,en,1
Turbat Civil,ORG,en,13
Society Convener Gulzar Dost,ORG,en,12
https://t.co/Tf65eHpIM8,PRODUCT,en,1
https://t.co/1cNO5hoGwo,PERSON,en,1
https://t.co/v2sY9WGF95,GPE,en,1
Cmdr Varthaman,PERSON,en,5
a Pakistani,NORP,en,5
https://t.co/lZtqhtL3O4,GPE,en,1
https://t.co/UXZPus7KfH,PERSON,en,1
"https://t.co/NEdAMpGbMl
",PERSON,en,1
"https://t.co/yQ8OAX7lj9
",PERSON,en,1
https://t.co/6KXNQHJcHQ,PERSON,en,1
https://t.co/Kp97Lh4KKH,CARDINAL,en,1
https://t.co/BfJQfxnvOz,GPE,en,1
the National Bank of Pakistan,ORG,en,3
"https://t.co/kaP0c4gGWQ
Student",PERSON,en,1
Student Hafeez,ORG,en,4
"https://t.co/4B6uGKnUri
China",PERSON,en,1
"https://t.co/cRhtRrA1Uc
",PRODUCT,en,1
WallpaperWednesday,MONEY,en,1
Wonderful,PERSON,en,3
the Great #PAKISTAN Army,ORG,en,1
Ministry of Foreign Affairs,ORG,en,1
"J-K
",PRODUCT,en,2
"#ImranKhanResignKaro
",MONEY,en,1
Syed Fakhar Imam,PERSON,en,1
United Nations Security Council,ORG,en,2
#YoumeIstehsal #,MONEY,en,1
KashmirSiege,ORG,en,2
KashmirSiegeDay,MONEY,en,1
5 Aug 2019,TIME,en,1
364 Days,DATE,en,1
Kashmir Solidarity,LOC,en,1
Roads,PERSON,en,5
Slogans,NORP,en,6
Kashmir Banay Ga,ORG,en,1
Waadi,LOC,en,1
#Kashmir #Article370,MONEY,en,1
KashmirLockdown #WTFNews,ORG,en,1
UnjailKashmir,ORG,en,1
#JammuAndKashmir #Saffronization,MONEY,en,1
#KashmiriPandits https://t.co/B6VPOgRMeP,MONEY,en,1
Oldham,PERSON,en,1
IndianControlledKashmir,MONEY,en,1
Eid ul Adha,DATE,en,4
OccupiedKashmir,PERSON,en,1
https://t.co/eRSoCzVXAE,PERSON,en,1
better days,DATE,en,4
#KashmirBleeds https://t.co/h6leT0b1A9,MONEY,en,1
Military presence &amp,ORG,en,1
#KashmirWantsFreedom https://t.co/TepbxDtMb7,MONEY,en,1
@SuwarPowerPak,ORG,en,1
#standwithkashmir,MONEY,en,4
Kashmir Resistance Army,ORG,en,2
Loser,PERSON,en,2
What Kashmir Resistance Army,ORG,en,1
soura,GPE,en,1
Valour,ORG,en,6
"Bravery, Courage and Passion",ORG,en,1
#KashmirWantsFreedom https://t.co/n2eQhtYgKc,MONEY,en,1
Failure,GPE,en,1
this Illegal Occupation,EVENT,en,1
RT @RadioPakistan: FO Spokesperson,ORG,en,1
GundaRaaj,ORG,en,1
Tehran,GPE,en,6
EndIllegalSiegeofKashmir,MONEY,en,2
EndPersecutionofKashmiris,ORG,en,2
#KashmirSiegeDay,MONEY,en,2
Webinar Panel Discussion,ORG,en,1
Human Rights Situation,WORK_OF_ART,en,1
Ottawa,GPE,en,1
#IIOJKUnderSiege https://t.co/G8cmcFaxrI,MONEY,en,1
Chrismatic,ORG,en,2
Dapaan 4,ORG,en,1
Incase,WORK_OF_ART,en,1
Kamrazipora,GPE,en,3
Bangladeshi Government,ORG,en,1
SaveKashmir,MONEY,en,3
373 Days,DATE,en,1
KashmirStillUnderCurfew,PERSON,en,2
https://t.co/Krh4pwy7Ik,CARDINAL,en,1
RT @AtishiAAP:,ORG,en,1
RT @HillaryClinton:,ORG,en,1
Maulana Khadim Hussain Rizvi,PERSON,en,1
Sci-Fi,LOC,en,1
Anti National,ORG,en,1
the #Fakenews,ORG,en,1
https://t.co/PXk2AeFvBM,ORG,en,1
https://t.co/I9,PERSON,en,1
RT @Epiloguers: BLACK PANTHER,ORG,en,1
ChineseThreats,ORG,en,1
Rao Anwar,PERSON,en,2
Alice Well,PERSON,en,1
Appreciate @SonuSood's Good,ORG,en,1
RT @JoshTalksLive,ORG,en,5
RT @SunnyLeone,ORG,en,9
https://t.co/3FgVrtKFhX,PERSON,en,2
Mohini Ji,PERSON,en,8
soci,PERSON,en,9
RT @HillaryClinton,ORG,en,2
The new year,DATE,en,8
GalwanClash,PERSON,en,6
Daud Ibrahim,PERSON,en,12
@bukharishujaat,ORG,en,1
Jesse Bloom,PERSON,en,1
the Fred Hutchinson Cancer Research Center,ORG,en,1
Seattle,GPE,en,2
45-day,DATE,en,3
May 1,DATE,en,7
People's Liberation Army,ORG,en,7
Sino-Pak,NORP,en,4
Balochistan Liberation Front (BLF,ORG,en,2
https://t.co/bTT0urgJeN,GPE,en,1
the China's Transnational Repression of Uyghurs Dataset,ORG,en,1
June 24,DATE,en,4
"https://t.co/whGpygu1Bh
",PERSON,en,1
IDENTIFY,ORG,en,2
KILL INTEL,ORG,en,2
last one year,DATE,en,7
Dasu,NORP,en,4
CPS,ORG,en,4
24 June 2021,DATE,en,1
Ahmed Waqas Goraya,PERSON,en,3
section 1(1,LAW,en,1
the Criminal Law Act,LAW,en,1
https://t.co/KjBkzUQNDU,PERSON,en,1
106.39.164.55,CARDINAL,en,3
Partition,EVENT,en,5
pro-West Pak,PERSON,en,4
RT @BlueOson,PERSON,en,2
the Opera House,ORG,en,1
Zaveri Bazaar,ORG,en,1
Dadar West,FAC,en,1
13 July 2011,DATE,en,1
https://t.co/gqyLWbR8R7,PERSON,en,1
Baqir Siddiqui,PERSON,en,1
Indian Army Major,ORG,en,1
Gandharv Nagra,PERSON,en,1
#PakGenocide https://t.co/mFF4dl61NW,MONEY,en,1
the early years,DATE,en,1
Partition,ORG,en,2
https://t.co/Ra9Y11XwOe,ORG,en,1
GGTK,PERSON,en,1
21% and 19%,PERCENT,en,2
5.The,CARDINAL,en,2
the third year,DATE,en,2
https://t.co/25IerEaaUE,ORG,en,1
"🇮🇳 
🇵🇰",PRODUCT,en,3
🇮,PERSON,en,4
🇲,PERSON,en,3
https://t.co/HLPTq1oOan,PERSON,en,1
https://t.co/JdoiIqbnEE,GPE,en,1
https://t.co/zZavm8n4cA,GPE,en,1
https://t.co/HB1HxRWMBY,PERSON,en,1
Lashkar-e-Taiba Al Alami,PERSON,en,1
the Mujahideen Islami Muslim Front,ORG,en,1
13 Feb 2010,DATE,en,1
the German Bakery,ORG,en,1
"Pune, Maharashtra",GPE,en,1
at least 60,CARDINAL,en,1
Sudanese,NORP,en,1
72th Republic Day🇮🇳,DATE,en,1
BALIDAN,ORG,en,1
68,CARDINAL,en,3
JaliaWalan,ORG,en,1
Mehrunnessa Chaudhary,PERSON,en,1
Rokeya Hall,FAC,en,1
#PakKilledMirwaizFarooq https://t.co/L8wEHbomkC,MONEY,en,1
Patrick,PERSON,en,1
Livestock Department,ORG,en,1
#MondayMood https://t.co/FTMYKsbIoJ,MONEY,en,1
Pakistan,MISC,es,1
#ChinaGlobalThreat https://t.co/JusteyxNew,MONEY,en,1
minorities\,ORG,en,1
# https://t.co/UPnDSgmB37,MONEY,en,1
Imran Khan Think,PERSON,en,1
https://t.co/2PjV7eSAXA,GPE,en,1
https://t.co/qSDSeo532l,PRODUCT,en,1
https://t.co/Opmu8r42tH,PERSON,en,1
https://t.co/mHkRbSRJ5f,ORG,en,1
https://t.co/GcLCHeQOVg,ORG,en,1
https://t.co/7curD9LQkA,GPE,en,1
https://t.co/rilwdRPl0X,GPE,en,1
RT @sonal_singh05,ORG,en,1
Hanuman Ji,PERSON,en,3
chinese terrorism,MISC,es,1
Vash,GPE,en,3
https://t.co/jQugvzScEe,NORP,en,1
https://t.co/s8eCUS1kib,GPE,en,1
SaveRamzanBaloch,DATE,en,1
https://t.co/3V6u3EBc2z,ORG,en,1
five-year-old,DATE,en,6
Jamhooriyat,PERSON,en,2
Atal Bihari Vajpayee,PERSON,en,2
the Kishanganga Hydroelectric Project,ORG,en,1
Vikas,GPE,en,2
Vikas,ORG,en,4
Kewal Vikas,ORG,en,2
Leh,GPE,en,36
Zojila,ORG,en,2
https://t.co/77XHacM7gX,ORG,en,1
"PakBecomingChineseColony
Pak",PERSON,en,3
US$26 billion,MONEY,en,2
one/fifth,CARDINAL,en,1
https://t.co/MsNyrrCerP,GPE,en,1
https://t.co/OtOC8KtKnB,NORP,en,1
$2.5-2.6 billion,MONEY,en,3
Nedeem Babar,PERSON,en,3
https://t.co/jxldWNiNZO,PERSON,en,1
Dawood &,ORG,en,3
HatersOfKashmir,PERSON,en,1
Haters,ORG,en,1
SecureKashmir,PERSON,en,1
"propaganda 
",PERSON,en,4
Instigating News,ORG,en,1
propaganda,MONEY,en,17
#Instigator,ORG,en,1
https://t.co/L9Z53V7X8k,MISC,fr,1
TerroristSupporter,ORG,en,11
https://t.co/TmQ9LeUyRH,GPE,en,1
#Fake,FAC,en,3
#Traitor,MONEY,en,5
Seventy three hours,TIME,en,1
SAS Geelani,PRODUCT,en,6
Cooperate,ORG,en,2
https://t.co/pdTRZ9F5Hw,PERSON,en,1
https://t.co/a1XtU5ZaoR,PERSON,en,1
the house,ORG,en,1
https://t.co/Bscif1lqGg,PERSON,en,1
https://t.co/FsPgHI8rwI,PERSON,en,1
"aazadi zarur milegi
",PERSON,en,1
Graves,PERSON,en,1
https://t.co/WZUzQiAGsP,PERSON,en,1
aayegi bhi nahi,PERSON,en,1
https://t.co/NOcy2xYhIR,PERSON,en,1
INSHALLAH,ORG,en,1
https://t.co/FbqrxLoCOR,GPE,en,1
Pakistan Stop,PERSON,en,1
https://t.co/4GfbK1QBWw,CARDINAL,en,1
#hunger,MONEY,en,1
#jihad,ORG,en,2
khana,ORG,en,1
karna,PERSON,en,1
https://t.co/ZRT46q1LTW,PERSON,en,1
https://t.co/B6UjyCrOFp,GPE,en,1
pakistan,MONEY,en,5
https://t.co/jiRplEqG7K,PERSON,en,1
Traitors of #kashmir,ORG,en,2
https://t.co/dFy8KPN5WK,NORP,en,1
https://t.co/DIcRpiaH2T,PERSON,en,1
https://t.co/el168gJU0Y,CARDINAL,en,1
"Yessss
Atleast",ORG,en,1
https://t.co/OES4JqTapk,PERSON,en,1
Syed Ali #Geelani,PERSON,en,2
Taj,ORG,en,1
https://t.co/KYK1C6NyP3,PERSON,en,1
https://t.co/DXANmK4bd8,PERSON,en,1
#kashmir ki awaam martyrs,MONEY,en,1
https://t.co/PiMCisc0BG,PERSON,en,1
Khurram,ORG,en,1
https://t.co/ucKGbu4ESI,PERSON,en,1
https://t.co/F58y0jmyJu,CARDINAL,en,1
https://t.co/o4H2NrnIJn,CARDINAL,en,1
https://t.co/kQjSUfGGqV,PERSON,en,2
#KashmirAgainstTerrorism,QUANTITY,en,1
https://t.co/sW4l7gP0FX,PERSON,en,1
https://t.co/Ewceksjvgh,CARDINAL,en,1
this new year,DATE,en,1
https://t.co/dY3zpWttID,PERSON,en,1
https://t.co/4uDFkSpYXc,GPE,en,1
https://t.co/AK5LKfdz9N,PERSON,en,1
aane,ORG,en,1
https://t.co/nLynQ4wsZJ,CARDINAL,en,1
"@Twitter 
@TwitterSafety 
@TwitterIndia 
Kindly",PERSON,en,1
https://t.co/JHYUJCDNJ3,ORG,en,1
kabhi kaamyaab nahi,PERSON,en,1
https://t.co/umMrJVtM7F,PERSON,en,1
"aazad hokar rahega
",PERSON,en,1
Rehne dijiye,LOC,en,1
ke peeche,PERSON,en,1
kashmiriyat ko bachana,PERSON,en,1
ko Mitana,PERSON,en,1
https://t.co/ALvojR2yGS,GPE,en,1
Free Yasin Malik,PERSON,en,1
13 #Terrorists,MONEY,en,1
Jan 01,DATE,en,1
Allah Taalah,PERSON,en,1
ko manzoor,PERSON,en,1
Karega,PERSON,en,1
"Kashmir 
Sending",LOC,en,1
Sajad Gul,PERSON,en,2
Bribed,PERSON,en,1
https://t.co/h8cy5B02Q7,NORP,en,1
https://t.co/wSo65CtHq2,PERSON,en,1
https://t.co/YcH4HhnQB5,PERSON,en,1
https://t.co/kV8OslWJcS,PRODUCT,en,1
no #kashmiri,MONEY,en,1
Thirdly,ORDINAL,en,2
https://t.co/sgyFClt7Yr,PERSON,en,1
I.e,NORP,en,1
https://t.co/5zscphwxeD,ORG,en,1
the Traitors of #Kashmir,ORG,en,1
https://t.co/g2cZjFLCUr,PERSON,en,1
https://t.co/20qUdakxyz,PERSON,en,1
KashmirExodus1990,MONEY,en,20
"400,000 kashmiri",QUANTITY,en,3
32nd,ORDINAL,en,7
"Secularism, Religious Tolerance, Brotherhood",ORG,en,7
#KashmirExodus1990,MONEY,en,2
32 years ago,DATE,en,7
"January 19th, 2022",DATE,en,6
Shivratri,ORG,en,8
#KashmirExodus1990 https://t.co/DERlqnw9Eo,MONEY,en,1
https://t.co/PS4tW3Bk01,GPE,en,1
over five,CARDINAL,en,5
almost overnight,TIME,en,5
https://t.co/S0a9Mqu4Xg,GPE,en,1
#KashmirGenocide1990 &,MONEY,en,1
32nd year,DATE,en,1
https://t.co/zDkWx1naen,GPE,en,1
Sarla Bhat,PERSON,en,5
several days,DATE,en,3
#KashmiriPanditGenocide #,MONEY,en,1
11686 days ago,DATE,en,1
the middle of night,DATE,en,1
18th-19th Jan 1990,DATE,en,1
Kashmiri Hindus Convert,PERSON,en,1
Khalid Ahamad,PERSON,en,1
Parvaaz,NORP,en,1
Baayo,PERSON,en,1
KashmiriPandits,FAC,en,5
@Pakistan,ORG,en,2
https://t.co/EVyt0evs2F,GPE,en,1
Independent India,ORG,en,1
"Ralive, Tsaliv ya Galive",WORK_OF_ART,en,1
#KashmirBleeds https://t.co/LAwAdhvD9s,MONEY,en,1
the Over Ground Workers,ORG,en,1
innocent &amp,ORG,en,2
house &amp,ORG,en,9
Kashmir https://t.co/UezRBG33Gh,LOC,en,1
Agenda https://t.co/B8tkw6aS0e,PER,pt,1
Propagandist,PERSON,en,4
#INSTIGATOR,MONEY,en,1
https://t.co/kuaaxCBk6u,ORG,en,1
Fakenews,PER,pt,1
Defaming India https://t.co/RjZVtBECoF,MISC,pt,1
Supporter,NORP,en,2
#BringBackThePandits,MONEY,en,2
night of,DATE,en,1
19 jan 1990,DATE,en,1
